"","MaStR.Nr..der.Stromerzeugungseinheit","Anlagenbetreiber","Anzeige.Name.der.Stromerzeugungseinheit","PLZ.der.Einheit","Ort.der.Einheit","Straße.der.Einheit","Hausnummer.der.Einheit","Bundesland.der.Einheit","Datum.der.erstmaligen.Inbetriebnahme.der.Einheit","Datum.der.endgültigen.Stilllegung.der.Einheit..Datum.Jahr.","Kraftwerksstatus.der.Einheit","Energieträger","Hauptbrennstoff","Auswertung.Energieträger","Wärmeauskopplung..KWK...ja.nein.","Ist.die.Stromerzeugungseinheit.ein.Bestandteil.eines.Grenzkraftwerkes.","Bruttoleistung.in.MW","Nettonennleistung..elektrische.Wirkleistung..in.MW","Ist.die.Stromerzeugungseinheit.ein.Bestandteil.eines.Grenzkraftwerkes...ja..Nettonennleistung.der.Einspeisung.in.ein.deutsches.Netz.","Technologie.der.Stromerzeugung","Volleinspeisung.oder.Teileinspeisung.","Anschlussnetzbetreiber","Spannungsebene"
"1771","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Brandenburg","","","In Betrieb","Biomasse","","Biomasse","","","372,85","380,43",NA,"","","",""
"1772","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Bremen","","","In Betrieb","Biomasse","","Biomasse","","","6,59","6,59",NA,"","","",""
"1773","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Hamburg","","","In Betrieb","Biomasse","","Biomasse","","","10,15","13,52",NA,"","","",""
"1774","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Hessen","","","In Betrieb","Biomasse","","Biomasse","","","224,88","229,45",NA,"","","",""
"1775","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Mecklenburg-Vorpommern","","","In Betrieb","Biomasse","","Biomasse","","","367,80","367,80",NA,"","","",""
"1776","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Niedersachsen","","","In Betrieb","Biomasse","","Biomasse","","","1.729,16","1.743,33",NA,"","","",""
"1777","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Nordrhein-Westfalen","","","In Betrieb","Biomasse","","Biomasse","","","626,74","657,29",NA,"","","",""
"1778","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Rheinland-Pfalz","","","In Betrieb","Biomasse","","Biomasse","","","149,15","149,90",NA,"","","",""
"1779","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Saarland","","","In Betrieb","Biomasse","","Biomasse","","","11,38","11,38",NA,"","","",""
"1780","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Sachsen","","","In Betrieb","Biomasse","","Biomasse","","","276,52","279,13",NA,"","","",""
"1781","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Sachsen-Anhalt","","","In Betrieb","Biomasse","","Biomasse","","","346,95","356,29",NA,"","","",""
"1782","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Schleswig-Holstein","","","In Betrieb","Biomasse","","Biomasse","","","613,03","613,03",NA,"","","",""
"1783","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Thüringen","","","In Betrieb","Biomasse","","Biomasse","","","203,89","213,15",NA,"","","",""
"1784","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Baden-Württemberg","","","In Betrieb","Geothermie","","Geothermie","","","0,76","0,76",NA,"","","",""
"1785","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Bayern","","","In Betrieb","Geothermie","","Geothermie","","","50,20","50,20",NA,"","","",""
"1786","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Berlin","","","In Betrieb","Geothermie","","Geothermie","","","0,00","0,00",NA,"","","",""
"1787","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Brandenburg","","","In Betrieb","Geothermie","","Geothermie","","","0,00","0,00",NA,"","","",""
"1788","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Bremen","","","In Betrieb","Geothermie","","Geothermie","","","0,00","0,00",NA,"","","",""
"1789","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Hamburg","","","In Betrieb","Geothermie","","Geothermie","","","0,00","0,00",NA,"","","",""
"1790","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Hessen","","","In Betrieb","Geothermie","","Geothermie","","","0,00","0,00",NA,"","","",""
"1791","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Mecklenburg-Vorpommern","","","In Betrieb","Geothermie","","Geothermie","","","0,00","0,00",NA,"","","",""
"1792","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Niedersachsen","","","In Betrieb","Geothermie","","Geothermie","","","0,00","0,00",NA,"","","",""
"1793","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Nordrhein-Westfalen","","","In Betrieb","Geothermie","","Geothermie","","","0,01","0,01",NA,"","","",""
"1794","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Rheinland-Pfalz","","","In Betrieb","Geothermie","","Geothermie","","","7,80","7,80",NA,"","","",""
"1795","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Saarland","","","In Betrieb","Geothermie","","Geothermie","","","0,00","0,00",NA,"","","",""
"1796","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Sachsen","","","In Betrieb","Geothermie","","Geothermie","","","0,00","0,00",NA,"","","",""
"1797","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Sachsen-Anhalt","","","In Betrieb","Geothermie","","Geothermie","","","0,00","0,00",NA,"","","",""
"1798","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Schleswig-Holstein","","","In Betrieb","Geothermie","","Geothermie","","","0,00","0,00",NA,"","","",""
"1799","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Thüringen","","","In Betrieb","Geothermie","","Geothermie","","","0,00","0,00",NA,"","","",""
"1800","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Baden-Württemberg","","","In Betrieb","Grubengas","","Grubengas","","","0,00","0,00",NA,"","","",""
"1801","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Bayern","","","In Betrieb","Grubengas","","Grubengas","","","0,00","0,00",NA,"","","",""
"1802","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Berlin","","","In Betrieb","Grubengas","","Grubengas","","","0,00","0,00",NA,"","","",""
"1803","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Brandenburg","","","In Betrieb","Grubengas","","Grubengas","","","0,00","0,00",NA,"","","",""
"1804","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Bremen","","","In Betrieb","Grubengas","","Grubengas","","","0,00","0,00",NA,"","","",""
"1805","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Hamburg","","","In Betrieb","Grubengas","","Grubengas","","","0,00","0,00",NA,"","","",""
"1806","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Hessen","","","In Betrieb","Grubengas","","Grubengas","","","0,15","0,15",NA,"","","",""
"1807","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Mecklenburg-Vorpommern","","","In Betrieb","Grubengas","","Grubengas","","","0,00","0,00",NA,"","","",""
"1808","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Niedersachsen","","","In Betrieb","Grubengas","","Grubengas","","","0,07","0,07",NA,"","","",""
"1809","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Nordrhein-Westfalen","","","In Betrieb","Grubengas","","Grubengas","","","73,98","74,63",NA,"","","",""
"1810","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Rheinland-Pfalz","","","In Betrieb","Grubengas","","Grubengas","","","0,00","0,00",NA,"","","",""
"1811","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Saarland","","","In Betrieb","Grubengas","","Grubengas","","","42,45","42,93",NA,"","","",""
"1812","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Sachsen","","","In Betrieb","Grubengas","","Grubengas","","","0,00","0,00",NA,"","","",""
"1813","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Sachsen-Anhalt","","","In Betrieb","Grubengas","","Grubengas","","","0,48","0,48",NA,"","","",""
"1814","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Schleswig-Holstein","","","In Betrieb","Grubengas","","Grubengas","","","0,00","0,00",NA,"","","",""
"1815","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Thüringen","","","In Betrieb","Grubengas","","Grubengas","","","0,00","0,00",NA,"","","",""
"1816","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Baden-Württemberg","","","In Betrieb","Solare Strahlungsenergie","","Solare Strahlungsenergie","","","8.284,94","8.284,94",NA,"","","",""
"1817","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Bayern","","","In Betrieb","Solare Strahlungsenergie","","Solare Strahlungsenergie","","","18.618,76","18.618,76",NA,"","","",""
"1818","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Berlin","","","In Betrieb","Solare Strahlungsenergie","","Solare Strahlungsenergie","","","196,99","196,99",NA,"","","",""
"1819","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Brandenburg","","","In Betrieb","Solare Strahlungsenergie","","Solare Strahlungsenergie","","","5.620,88","5.620,88",NA,"","","",""
"1820","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Bremen","","","In Betrieb","Solare Strahlungsenergie","","Solare Strahlungsenergie","","","66,43","66,43",NA,"","","",""
"1821","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Hamburg","","","In Betrieb","Solare Strahlungsenergie","","Solare Strahlungsenergie","","","79,99","79,99",NA,"","","",""
"1822","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Hessen","","","In Betrieb","Solare Strahlungsenergie","","Solare Strahlungsenergie","","","3.044,73","3.044,73",NA,"","","",""
"1823","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Mecklenburg-Vorpommern","","","In Betrieb","Solare Strahlungsenergie","","Solare Strahlungsenergie","","","3.392,24","3.392,24",NA,"","","",""
"1824","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Niedersachsen","","","In Betrieb","Solare Strahlungsenergie","","Solare Strahlungsenergie","","","5.606,49","5.606,49",NA,"","","",""
"1825","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Nordrhein-Westfalen","","","In Betrieb","Solare Strahlungsenergie","","Solare Strahlungsenergie","","","7.558,17","7.558,17",NA,"","","",""
"1826","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Rheinland-Pfalz","","","In Betrieb","Solare Strahlungsenergie","","Solare Strahlungsenergie","","","3.131,76","3.131,76",NA,"","","",""
"1827","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Saarland","","","In Betrieb","Solare Strahlungsenergie","","Solare Strahlungsenergie","","","702,92","702,92",NA,"","","",""
"1828","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Sachsen","","","In Betrieb","Solare Strahlungsenergie","","Solare Strahlungsenergie","","","2.854,00","2.854,00",NA,"","","",""
"1829","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Sachsen-Anhalt","","","In Betrieb","Solare Strahlungsenergie","","Solare Strahlungsenergie","","","3.755,29","3.755,29",NA,"","","",""
"1830","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Schleswig-Holstein","","","In Betrieb","Solare Strahlungsenergie","","Solare Strahlungsenergie","","","2.371,38","2.371,38",NA,"","","",""
"1831","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Thüringen","","","In Betrieb","Solare Strahlungsenergie","","Solare Strahlungsenergie","","","2.155,37","2.155,37",NA,"","","",""
"1832","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Dänemark","","","In Betrieb","Solare Strahlungsenergie","","Solare Strahlungsenergie","","","49,68","49,68",NA,"","","",""
"1833","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Baden-Württemberg","","","In Betrieb","Windenergie (Onshore-Anlage)","","Windenergie (Onshore-Anlage)","","","1.764,28","1.764,28",NA,"","","",""
"1834","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Bayern","","","In Betrieb","Windenergie (Onshore-Anlage)","","Windenergie (Onshore-Anlage)","","","2.595,39","2.595,39",NA,"","","",""
"1835","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Berlin","","","In Betrieb","Windenergie (Onshore-Anlage)","","Windenergie (Onshore-Anlage)","","","16,58","16,58",NA,"","","",""
"1836","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Brandenburg","","","In Betrieb","Windenergie (Onshore-Anlage)","","Windenergie (Onshore-Anlage)","","","8.260,96","8.260,96",NA,"","","",""
"1837","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Bremen","","","In Betrieb","Windenergie (Onshore-Anlage)","","Windenergie (Onshore-Anlage)","","","201,31","201,31",NA,"","","",""
"1838","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Hamburg","","","In Betrieb","Windenergie (Onshore-Anlage)","","Windenergie (Onshore-Anlage)","","","118,70","118,70",NA,"","","",""
"1839","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Hessen","","","In Betrieb","Windenergie (Onshore-Anlage)","","Windenergie (Onshore-Anlage)","","","2.345,97","2.345,97",NA,"","","",""
"1840","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Mecklenburg-Vorpommern","","","In Betrieb","Windenergie (Onshore-Anlage)","","Windenergie (Onshore-Anlage)","","","3.583,19","3.583,19",NA,"","","",""
"1841","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Niedersachsen","","","In Betrieb","Windenergie (Onshore-Anlage)","","Windenergie (Onshore-Anlage)","","","12.077,89","12.077,89",NA,"","","",""
"1842","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Nordrhein-Westfalen","","","In Betrieb","Windenergie (Onshore-Anlage)","","Windenergie (Onshore-Anlage)","","","6.770,18","6.770,18",NA,"","","",""
"1843","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Rheinland-Pfalz","","","In Betrieb","Windenergie (Onshore-Anlage)","","Windenergie (Onshore-Anlage)","","","3.879,66","3.879,66",NA,"","","",""
"1844","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Saarland","","","In Betrieb","Windenergie (Onshore-Anlage)","","Windenergie (Onshore-Anlage)","","","519,87","519,87",NA,"","","",""
"1845","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Sachsen","","","In Betrieb","Windenergie (Onshore-Anlage)","","Windenergie (Onshore-Anlage)","","","1.318,80","1.318,80",NA,"","","",""
"1846","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Sachsen-Anhalt","","","In Betrieb","Windenergie (Onshore-Anlage)","","Windenergie (Onshore-Anlage)","","","5.340,11","5.340,11",NA,"","","",""
"1847","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Schleswig-Holstein","","","In Betrieb","Windenergie (Onshore-Anlage)","","Windenergie (Onshore-Anlage)","","","7.452,37","7.452,37",NA,"","","",""
"1848","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Thüringen","","","In Betrieb","Windenergie (Onshore-Anlage)","","Windenergie (Onshore-Anlage)","","","1.801,92","1.801,92",NA,"","","",""
"1849","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Baden-Württemberg","","","In Betrieb","Windenergie (Offshore-Anlage)","","Windenergie (Offshore-Anlage)","","","0,00","0,00",NA,"","","",""
"1850","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Bayern","","","In Betrieb","Windenergie (Offshore-Anlage)","","Windenergie (Offshore-Anlage)","","","0,00","0,00",NA,"","","",""
"1851","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Berlin","","","In Betrieb","Windenergie (Offshore-Anlage)","","Windenergie (Offshore-Anlage)","","","0,00","0,00",NA,"","","",""
"1852","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Brandenburg","","","In Betrieb","Windenergie (Offshore-Anlage)","","Windenergie (Offshore-Anlage)","","","0,00","0,00",NA,"","","",""
"1853","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Bremen","","","In Betrieb","Windenergie (Offshore-Anlage)","","Windenergie (Offshore-Anlage)","","","0,00","0,00",NA,"","","",""
"1854","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Hamburg","","","In Betrieb","Windenergie (Offshore-Anlage)","","Windenergie (Offshore-Anlage)","","","0,00","0,00",NA,"","","",""
"1855","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Hessen","","","In Betrieb","Windenergie (Offshore-Anlage)","","Windenergie (Offshore-Anlage)","Ja","","0,00","0,00",NA,"","","",""
"1856","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Mecklenburg-Vorpommern","","","In Betrieb","Windenergie (Offshore-Anlage)","","Windenergie (Offshore-Anlage)","","","48,3","48,3",NA,"","","",""
"1857","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Niedersachsen","","","In Betrieb","Windenergie (Offshore-Anlage)","","Windenergie (Offshore-Anlage)","","","224,1","224,1",NA,"","","",""
"1858","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Nordrhein-Westfalen","","","In Betrieb","Windenergie (Offshore-Anlage)","","Windenergie (Offshore-Anlage)","","","0","0",NA,"","","",""
"1859","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Rheinland-Pfalz","","","In Betrieb","Windenergie (Offshore-Anlage)","","Windenergie (Offshore-Anlage)","","","0","0",NA,"","","",""
"1860","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Saarland","","","In Betrieb","Windenergie (Offshore-Anlage)","","Windenergie (Offshore-Anlage)","","","0","0",NA,"","","",""
"1861","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Sachsen","","","In Betrieb","Windenergie (Offshore-Anlage)","","Windenergie (Offshore-Anlage)","","","0","0",NA,"","","",""
"1862","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Sachsen-Anhalt","","","In Betrieb","Windenergie (Offshore-Anlage)","","Windenergie (Offshore-Anlage)","","","0","0",NA,"","","",""
"1863","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Schleswig-Holstein","","","In Betrieb","Windenergie (Offshore-Anlage)","","Windenergie (Offshore-Anlage)","","","0","0",NA,"","","",""
"1864","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Thüringen","","","In Betrieb","Windenergie (Offshore-Anlage)","","Windenergie (Offshore-Anlage)","","","0","0",NA,"","","",""
"1865","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","AWZ","","","In Betrieb","Windenergie (Offshore-Anlage)","","Windenergie (Offshore-Anlage)","","","0","0",NA,"","","",""
"1866","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Nordsee","","","In Betrieb","Windenergie (Offshore-Anlage)","","Windenergie (Offshore-Anlage)","","","6811,7","6811,7",NA,"","","",""
"1867","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Ostsee","","","In Betrieb","Windenergie (Offshore-Anlage)","","Windenergie (Offshore-Anlage)","","","1044,7","1044,7",NA,"","","",""
"1868","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Baden-Württemberg","","","In Betrieb","Deponiegas","","Biomasse","","","13,9552","13,9552",NA,"","","",""
"1869","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Bayern","","","In Betrieb","Deponiegas","","Biomasse","","","9,40612","9,40612",NA,"","","",""
"1870","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Berlin","","","In Betrieb","Deponiegas","","Biomasse","","","0","0",NA,"","","",""
"1871","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Brandenburg","","","In Betrieb","Deponiegas","","Biomasse","","","20,3064","20,3064",NA,"","","",""
"1872","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Bremen","","","In Betrieb","Deponiegas","","Biomasse","","","2,1","2,1",NA,"","","",""
"1873","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Hamburg","","","In Betrieb","Deponiegas","","Biomasse","","","0,15","0,15",NA,"","","",""
"1874","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Hessen","","","In Betrieb","Deponiegas","","Biomasse","","","16,666","16,666",NA,"","","",""
"1875","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Mecklenburg-Vorpommern","","","In Betrieb","Deponiegas","","Biomasse","","","8,113","8,113",NA,"","","",""
"1876","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Niedersachsen","","","In Betrieb","Deponiegas","","Biomasse","","","10,795","10,795",NA,"","","",""
"1877","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Nordrhein-Westfalen","","","In Betrieb","Deponiegas","","Biomasse","","","28,275","28,275",NA,"","","",""
"1878","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Rheinland-Pfalz","","","In Betrieb","Deponiegas","","Biomasse","","","6,569","6,569",NA,"","","",""
"1879","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Saarland","","","In Betrieb","Deponiegas","","Biomasse","","","0","0",NA,"","","",""
"1880","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Sachsen","","","In Betrieb","Deponiegas","","Biomasse","","","4,626","4,626",NA,"","","",""
"1881","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Sachsen-Anhalt","","","In Betrieb","Deponiegas","","Biomasse","","","7,915","7,915",NA,"","","",""
"1882","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Schleswig-Holstein","","","In Betrieb","Deponiegas","","Biomasse","","","7,189","7,189",NA,"","","",""
"1883","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Thüringen","","","In Betrieb","Deponiegas","","Biomasse","","","2,7","2,7",NA,"","","",""
"1884","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Baden-Württemberg","","","In Betrieb","Klärgas","","Biomasse","","","39,94794","39,94794",NA,"","","",""
"1885","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Bayern","","","In Betrieb","Klärgas","","Biomasse","","","58,97877","58,97877",NA,"","","",""
"1886","SEE9-Dummy-EEG","EEG-Anlagen < 10 MW","","","","","","Berlin","","","In Betrieb","Klärgas","","Biomasse","","","0","0",NA,"","","",""
